"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
3.276756281E1,1.802802086E-2,-4.270782471E-1,-8.187055588E-3
3.279225153E1,8.503794670E-3,-2.073879242E-1,-1.141023636E-2
3.281694025E1,4.481583834E-2,7.786273956E-2,-5.405831337E-2
3.284162898E1,8.473050594E-2,3.354387283E-1,-1.065969467E-1
3.286631770E1,6.967273355E-2,5.582962036E-1,-1.115217209E-1
3.289103693E1,9.470745921E-2,7.204351425E-1,-1.623440981E-1
3.291572565E1,1.090708673E-1,7.911949158E-1,-1.340061426E-1
3.294041438E1,1.196666658E-1,7.759752274E-1,-1.676166058E-1
3.296510310E1,1.444111764E-1,6.009902954E-1,-1.014750004E-1
3.298979182E1,6.384208798E-2,4.389562607E-1,-6.313705444E-2
3.301448054E1,6.867727637E-2,1.682300568E-1,-5.397796631E-4
3.303919978E1,1.406547427E-2,-1.319265366E-1,-7.217764854E-3
3.306388850E1,-2.052274346E-2,-3.587265015E-1,1.633644104E-2
3.308857722E1,-6.605514884E-2,-5.792922974E-1,4.850542545E-2
3.311323542E1,-1.124042869E-1,-7.364025116E-1,1.320143938E-1
3.313795466E1,-1.012465954E-1,-7.851591110E-1,1.446138620E-1
3.316267390E1,-1.286704540E-1,-7.740392685E-1,1.252552271E-1
3.318733210E1,-1.298432052E-1,-6.150541306E-1,1.068546772E-1
3.321205134E1,-9.680283070E-2,-3.877487183E-1,1.261664629E-1
3.323674006E1,-6.876847148E-2,-1.258630753E-1,8.057010174E-2
3.326142878E1,-4.330214858E-2,1.534528732E-1,4.427433014E-2
3.328611750E1,-1.343637705E-2,4.142274857E-1,7.627010345E-4
3.331083674E1,1.051586866E-2,6.206607819E-1,-3.856420517E-3
3.333552546E1,4.431307316E-3,7.587718964E-1,-4.609704018E-2
3.336018366E1,1.688808203E-2,8.145790100E-1,-5.253708363E-2
3.338490290E1,-3.060120344E-2,7.408399582E-1,-4.934954643E-2
3.340959162E1,-1.971143484E-2,6.195926666E-1,-2.497899532E-2
3.343428034E1,-4.544842243E-2,3.962011337E-1,-3.510832787E-2
3.345896906E1,-1.020691991E-1,1.428451538E-1,2.228331566E-2
3.348368830E1,-8.914965391E-2,-1.281232834E-1,8.242905140E-2
3.350834650E1,-1.176566184E-1,-3.928871155E-1,1.069325209E-1
3.353306574E1,-1.118839383E-1,-5.704107285E-1,1.213895082E-1
3.355775446E1,-1.156422794E-1,-7.039813995E-1,1.479662657E-1
3.358244318E1,-1.026192009E-1,-7.701606750E-1,1.609996557E-1
3.360713190E1,-9.190854430E-2,-7.167987823E-1,1.009374857E-1
3.363182062E1,-7.336354256E-2,-5.469226837E-1,1.042996645E-1
3.365650935E1,-3.876265883E-2,-3.567047119E-1,6.884980202E-2
3.368122858E1,-1.451542974E-2,-1.032600403E-1,5.716669559E-2
3.370588679E1,-1.826971769E-3,1.677227020E-1,1.028800011E-2
3.373057551E1,9.514540434E-3,4.249553680E-1,-3.438127041E-2
3.375529475E1,5.591639876E-2,6.234540939E-1,-1.378675699E-1
3.377998347E1,6.599995494E-2,7.372226715E-1,-1.274409294E-1
3.380467219E1,9.208202362E-2,7.739820480E-1,-1.355485916E-1
3.382936091E1,8.678662777E-2,6.912612915E-1,-1.095439196E-1
3.385404963E1,8.501836658E-2,5.256071091E-1,-8.711969852E-2
3.387876887E1,8.665579557E-2,3.350248337E-1,-1.019294262E-1
3.390342707E1,5.010092258E-2,6.222724915E-2,-2.544987202E-2
3.392814631E1,4.916575551E-2,-2.015829086E-1,-1.253843307E-3
3.395280451E1,5.929142237E-2,-4.493722916E-1,1.613008976E-2
3.397752375E1,3.682690859E-2,-6.190834045E-1,-2.352356911E-3
3.400221247E1,1.749002934E-2,-7.423267365E-1,1.266610622E-2
3.402690119E1,3.856524825E-2,-7.787828445E-1,3.274250031E-2
3.405158991E1,2.967259288E-2,-7.124242783E-1,5.317652225E-2
3.407630915E1,2.877864242E-2,-5.818796158E-1,1.187252998E-2
3.410099787E1,1.629337668E-2,-3.590297699E-1,3.055202961E-2
3.412568659E1,8.875697851E-3,-8.483982086E-2,-1.660788059E-2
3.415037531E1,4.017841816E-2,1.640977859E-1,-2.391874790E-2
3.417509455E1,5.866649747E-2,4.046621323E-1,-1.248323917E-1
3.419978327E1,7.299798727E-2,5.867691040E-1,-9.689903259E-2
3.422447199E1,1.118434668E-1,7.036209106E-1,-1.285631657E-1
3.424913020E1,1.363744736E-1,7.795391083E-1,-1.580311060E-1
3.427384943E1,1.365536451E-1,6.737813950E-1,-7.051837444E-2
3.429853815E1,7.466441393E-2,5.328130722E-1,-9.188318253E-2
3.432322688E1,8.438673615E-2,3.164844513E-1,-1.667201519E-2
3.434791560E1,4.027897120E-2,7.766056061E-2,-4.874050617E-2
3.437260432E1,-1.130875945E-2,-2.146215439E-1,-4.870295525E-3
3.439732356E1,-5.144190788E-2,-4.622783661E-1,6.628453732E-2
3.442198176E1,-8.185264468E-2,-6.704206467E-1,9.767639637E-2
3.444667048E1,-9.694293141E-2,-7.220430374E-1,1.085588932E-1
3.447138972E1,-1.191622615E-1,-7.566204071E-1,9.638202190E-2
3.449607844E1,-9.590452909E-2,-6.287508011E-1,1.426943541E-1
3.452076716E1,-1.082353592E-1,-5.061817169E-1,8.796346188E-2
3.454545588E1,-8.016857505E-2,-2.963438034E-1,7.974648476E-2
3.457017512E1,-6.779748201E-2,2.849578857E-3,7.350635529E-2
3.459486384E1,-1.622372866E-2,2.548246384E-1,2.671980858E-2
3.461952204E1,-3.094440699E-2,4.764080048E-1,-1.042461395E-2
